id	name	chromosome
61073	ABHD17AP8	16
61074	NULL	16
61075	NULL	16
61076	TP53TG3D	16
61077	RNU6-1307P	19
61078	NULL	19
61079	LILRB2	19
61080	NULL	5
61081	PWWP2A	5
61082	NULL	16
61083	NPIPB9	16
61084	FABP6-AS1	5
61085	ADAMTS19	5
61086	NULL	16
61087	PRSS33	16
61088	NULL	17
61089	CLP1	11
61090	RAB34	17
61091	PLK2	5
61092	PBOV1	6
61093	SF1	11
61094	PTCHD4	6
61095	NPIPB4	16
61096	ZSCAN16-AS1	6
61097	NULL	1
61098	NULL	1
61099	NULL	1
61100	ZNF602P	6
61101	NULL	1
61102	ZSCAN16	6
61103	U3	1
61104	NULL	1
61105	NULL	6
61106	ZKSCAN8	6
61107	ATP1A1	1
61108	ZNF84	12
61109	CHD9	16
61110	ZNF165	6
61111	NULL	6
61112	NULL	6
61113	BAZ2A	12
61114	RGPD3	2
61115	RNU6-817P	1
61116	LINC01762	1
61117	GAPT	5
61118	ADGRB3	6
61119	NULL	1
61120	Y_RNA	1
61121	NULL	1
61122	NULL	1
61123	ATP1A1-AS1	1
61124	NULL	5
61125	MIR548AE2	5
61126	LINC02108	5
61127	LINC00492	5
61128	LINC00491	5
61129	ZBTB41	1
61130	NULL	5
61131	NULL	5
61132	EIF3KP1	5
61133	GIN1	5
61134	MIR4752	19
61135	NULL	6
61136	NULL	6
61137	ARHGEF18	19
61138	NULL	6
61139	SYNE1-AS1	6
61140	NULL	6
61141	RMDN2	2
61142	RNA5SP223	6
61143	EFNA4	1
61144	NANOGP11	6
61145	MYCT1	6
61146	HSPD1P16	6
61147	CYP2A7	19
61148	OR12D2	6
61149	OR12D1	6
61150	OR11A1	6
61151	NULL	1
61152	EFNA3	1
61153	NULL	6
61154	OR2V1	5
61155	UBDP1	6
61156	MAS1LP1	6
61157	MAS1L	6
61158	RNU7-175P	5
61159	SUMO2P5	5
61160	RPS17P1	6
61161	COX7A2	6
61162	Y_RNA	1
61163	EFNA1	1
61164	CERT1	5
61165	MARCHF2	19
61166	DDX6P1	6
61167	OR5V1	6
61168	OR12D3	6
61169	SETD1B	12
61170	SLC50A1	1
61171	GPR156	3
61172	CNR1	6
61173	ZNF573	19
61174	HLA-DOA	6
61175	KCNAB1	3
61176	PREPL	2
61177	NULL	11
61178	ATP2B1	12
61179	HLA-DPA1	6
61180	RNA5SP330	11
61181	Y_RNA	11
61182	AKIP1	11
61183	LSM14A	19
61184	RPL23A	17
61185	HLA-DPB1	6
61186	MKNK2	19
61187	HMGN2P18	1
61188	KRTCAP2	1
61189	SNORD42B	17
61190	CHST5	16
61191	NULL	17
61192	SNORD4A	17
61193	SNORD42A	17
61194	SNORD4B	17
61195	TLCD1	17
61196	SH2B1	16
61197	NULL	1
61198	TRIM46	1
61199	C11orf16	11
61200	NEK8	17
61201	RPL32P1	6
61202	HLA-DPA2	6
61203	COL11A2P1	6
61204	HLA-DPB2	6
61205	LSR	19
61206	HLA-DPA3	6
61207	HCG24	6
61208	COL11A2	6
61209	AMIGO2	12
61210	ASCL3	11
61211	Y_RNA	11
61212	TMEM9B	11
61213	CLEC4C	12
61214	NULL	17
61215	NULL	17
61216	TRAF4	17
61217	KIAA0513	16
61218	REL	2
61219	TMEM9B-AS1	11
61220	NRIP3	11
61221	PPFIA2	12
61222	CGGBP1	3
61223	NULL	11
61224	MUC1	1
61225	SCUBE2	11
61226	NULL	17
61227	RPL31P58	17
61228	NULL	3
61229	ZNF654	3
61230	RTBDN	19
61231	FOXN1	17
61232	RNU6ATAC6P	3
61233	SCN5A	3
61234	MYT1L	2
61235	LRRC37A2	17
61236	SEPTIN1	16
61237	NSF	17
61238	HPN	19
61239	SEZ6L2	16
61240	NULL	11
61241	MIR5691	11
61242	KRT8P41	11
61243	RXRB	6
61244	DENND5A	11
61245	RPS7P11	17
61246	Y_RNA	17
61247	NULL	17
61248	LINC01028	17
61249	KCNJ2-AS1	17
61250	BCL2L12	19
61251	KCNJ2	17
61252	CALM2P1	17
61253	CDK3	17
61254	ZACN	17
61255	POLK	5
61256	RNY4P10	6
61257	SLC39A7	6
61258	GALR2	17
61259	EXOC7	17
61260	HSD17B8	6
61261	MIR219A1	6
61262	RING1	6
61263	ZNF70P1	6
61264	HTATSF1P1	6
61265	NULL	6
61266	HCG25	6
61267	PRR19	19
61268	ZNF23	16
61269	NULL	19
61270	VPS52	6
61271	DPP9	19
61272	CLEC18B	16
61273	NULL	5
61274	NULL	5
61275	ANKDD1B	5
61276	SLC22A31	16
61277	DNAH5	5
61278	NPIPB8	16
61279	ZG16B	16
61280	NULL	11
61281	Metazoa_SRP	11
61282	TMEM41B	11
61283	BANP	16
61284	RPS18	6
61285	PRR13P2	11
61286	ZNF559	19
61287	IPO7	11
61288	B3GALT4	6
61289	WDR46	6
61290	SNORA23	11
61291	NULL	11
61292	NULL	11
61293	IFITM2	11
61294	CAMK2A	5
61295	SNRPD2	19
61296	TP63	3
61297	CD5	11
61298	OR10H2	19
61299	TGFBR3L	19
61300	SIGLEC7	19
61301	VPS37C	11
61302	MIR6873	6
61303	PFDN6	6
61304	NULL	11
61305	PGA3	11
61306	SIGLEC9	19
61307	MIR6834	6
61308	RGL2	6
61309	GFY	19
61310	PSMD8	19
61311	NOMO2	16
61312	NULL	11
61313	PGA5	11
61314	NULL	17
61315	ZSCAN5C	19
61316	MIR6868	17
61317	FOXJ1	17
61318	DAND5	19
61319	OR10H5	19
61320	RNF157-AS1	17
61321	OR10H3	19
61322	OR7E24	19
61323	OR1I1	19
61324	OR1D4	17
61325	ARHGAP45	19
61326	OR1D3P	17
61327	SKA2	17
61328	RNU2-58P	17
61329	MIR454	17
61330	MIR301A	17
61331	VWCE	11
61332	PRR11	17
61333	RAD51AP1	12
61334	NULL	17
61335	TAPBP	6
61336	NULL	17
61337	Y_RNA	17
61338	RTN4RL1	17
61339	NULL	17
61340	NULL	17
61341	NULL	17
61342	DDB1	11
61343	DPH1	17
61344	ERCC8	5
61345	TDRD15	2
61346	HNRNPL	19
61347	FAHD2B	2
61348	ANKRD36	2
61349	ZBTB22	6
61350	MASP1	3
61351	DAXX	6
61352	MRPL42	12
61353	NULL	17
61354	OVCA2	17
61355	NULL	17
61356	NULL	17
61357	MIR132	17
61358	MIR212	17
61359	HIC1	17
61360	OR10H1	19
61361	OR7A10	19
61362	NR2F6	19
61363	SMG6	17
61364	TFPT	19
61365	CHN1	2
61366	PARPBP	12
61367	ODF3L2	19
61368	NULL	6
61369	SMIM40	6
61370	NECTIN2	19
61371	MYL12BP3	6
61372	OR14J1	6
61373	THBS3-AS1	1
61374	MITF	3
61375	GUSBP17	5
61376	CUL7	6
61377	LINC02197	5
61378	MIR92B	1
61379	NULL	5
61380	PMCHL2	5
61381	THBS3	1
61382	NULL	5
61383	BDP1	5
61384	NULL	19
61385	TOMM40	19
61386	TAS2R8	12
61387	CCDC92	12
61388	SLC22A7	6
61389	NULL	17
61390	NULL	17
61391	NULL	17
61392	NULL	17
61393	NULL	17
61394	MCUR1P1	17
61395	RN7SL624P	17
61396	NULL	17
61397	NULL	17
61398	NULL	17
61399	SMG6-IT1	17
61400	NULL	17
61401	PUS7L	12
61402	SRR	17
61403	APOE	19
61404	CRIP3	6
61405	NULL	19
61406	APOC1	19
61407	HNRNPA1P16	17
61408	NULL	5
61409	HMGN1P12	5
61410	CARTPT	5
61411	TSR1	17
61412	NULL	5
61413	RPL12P47	6
61414	NULL	6
61415	RPS2P28	6
61416	RNA5SP190	5
61417	NULL	5
61418	APOC1P1	19
61419	FABP5P6	5
61420	FAM170A	5
61421	ENPP1	6
61422	PDK1	2
61423	APOC4	19
61424	CDCA3	12
61425	NULL	1
61426	APOC4-APOC2	19
61427	TUBAP15	5
61428	NULL	5
61429	GBAP1	1
61430	APOC2	19
61431	SNORD91B	17
61432	SNORD91A	17
61433	NULL	17
61434	NULL	17
61435	HSD17B4	5
61436	NULL	17
61437	NULL	17
61438	NULL	17
61439	NULL	17
61440	NULL	19
61441	CLPTM1	19
61442	CYB561	17
61443	MTX1P1	1
61444	GBA	1
61445	SPSB2	12
61446	CD163	12
61447	LYPLA2P1	6
61448	RPL35AP4	6
61449	KIFC1	6
61450	SCTR	2
61451	INHCAP	3
61452	RNU6-678P	3
61453	RNA5SP140	3
61454	TF	3
61455	PDIA6	2
61456	RPL12P1	6
61457	PHF1	6
61458	NULL	19
61459	ZNF44	19
61460	FAM189B	1
61461	NULL	17
61462	PPIAP55	17
61463	ACE	17
61464	NULL	19
61465	NULL	19
61466	ZNF563	19
61467	ZNF442	19
61468	SLCO2A1	3
61469	RPS29P23	19
61470	NULL	19
61471	NULL	19
61472	ZNF799	19
61473	SCN8A	12
61474	NULL	19
61475	ZNF443	19
61476	NULL	19
61477	NULL	19
61478	ZNF709	19
61479	SCAMP3	1
61480	NULL	19
61481	SRPRB	3
61482	MTND2P40	19
61483	MTCO1P27	19
61484	MTCO2P27	19
61485	MTATP6P27	19
61486	PPIAP20	19
61487	NULL	19
61488	GCDH	19
61489	CUTA	6
61490	CLK2	1
61491	FOXP1	3
61492	TKFC	11
61493	NULL	17
61494	SYCE2	19
61495	ACE3P	17
61496	RNU6-165P	19
61497	HMGN1P32	19
61498	SEPTIN7P8	19
61499	NULL	19
61500	NULL	19
61501	KCNH6	17
61502	MIR371A	19
61503	MIR371B	19
61504	MIR372	19
61505	MIR373	19
61506	NULL	19
61507	NLRP12	19
61508	HCN3	1
61509	MOGS	2
61510	PKLR	1
61511	CYB561A3	11
61512	GNLY	2
61513	SYNGAP1	6
61514	IL23R	1
61515	DCAF7	17
61516	MYADM-AS1	19
61517	MYADM	19
61518	RNU6-288P	17
61519	NULL	17
61520	RNU6-586P	1
61521	RNU4ATAC4P	1
61522	DNAJB6P4	1
61523	MAP3K3	17
61524	RNU6-387P	1
61525	LINC01702	1
61526	UGT1A4	2
61527	NULL	19
61528	PRKCG	19
61529	RNU6-1031P	1
61530	NULL	1
61531	CR1L	1
61532	NULL	12
61533	NULL	12
61534	CD46P1	1
61535	CDCA4P3	1
61536	RNA5SP534	1
61537	NULL	1
61538	NULL	11
61539	TMEM138	11
61540	TBK1	12
61541	CD46	1
61542	STAT1	2
61543	TMEM216	11
61544	CACNG7	19
61545	RETREG1	5
61546	CPSF7	11
61547	CACNG8	19
61548	MIR935	19
61549	CACNG6	19
61550	NULL	19
61551	VSTM1	19
61552	TNPO1	5
61553	EEF1DP7	17
61554	LIMD2	17
61555	ARRDC2	19
61556	SYNGAP1-AS1	6
61557	MIR5004	6
61558	ZBTB9	6
61559	HCG22	6
61560	MTCYBP4	6
61561	NULL	6
61562	NULL	6
61563	HSPE1P21	6
61564	NULL	6
61565	NULL	6
61566	NUP43	6
61567	NULL	17
61568	Y_RNA	17
61569	KPNB1-DT	17
61570	MBD3L2	19
61571	MBD3L5	19
61572	KPNB1	17
61573	FZR1	19
61574	PCMT1	6
61575	NULL	12
61576	RASSF3	12
61577	BTBD10P2	6
61578	NULL	11
61579	NULL	6
61580	NULL	6
61581	NULL	11
61582	RAET1E	6
61583	CDCA4P4	1
61584	MIR29B2CHG	1
61585	NULL	12
61586	NULL	12
61587	SDHAF2	11
61588	GNS	12
61589	NULL	6
61590	MIR29C	1
61591	MIR29B2	1
61592	LRP11	6
61593	CD34	1
61594	NULL	6
61595	NULL	19
61596	RAET1E-AS1	6
61597	CCT7P1	6
61598	MFSD12	19
61599	RAET1E-AS1	6
61600	NULL	6
61601	RAET1G	6
61602	RN7SL23P	11
61603	PPP1R32	11
61604	NULL	17
61605	TBKBP1	17
61606	NULL	6
61607	ULBP2	6
61608	SRA1	5
61609	NULL	1
61610	LINC02767	1
61611	OR10J6P	1
61612	RNU6-828P	1
61613	NULL	1
61614	RNU6-37P	1
61615	NULL	6
61616	RN7SL731P	1
61617	NULL	1
61618	NULL	1
61619	EYA4	6
61620	PGD	1
61621	JADE2	5
61622	TBX21	17
61623	NULL	19
61624	NULL	19
61625	NULL	19
61626	NULL	19
61627	HMG20B	19
61628	OSBPL7	17
61629	NULL	11
61630	NULL	1
61631	CENPS-CORT	1
61632	MIR4488	11
61633	LRRC10B	11
61634	NULL	11
61635	NULL	11
61636	MIR6747	11
61637	TUT1	11
61638	CENPS	1
61639	DFFA	1
61640	WDR55	5
61641	MTA2	11
61642	NULL	12
61643	NULL	12
61644	RPL7P39	12
61645	LINC02389	12
61646	GIPC3	19
61647	SMIM33	5
61648	HMHB1	5
61649	NULL	1
61650	CCDC192	5
61651	CCDC124	19
61652	LINC02231	12
61653	IL12RB2	1
61654	RNU6ATAC42P	12
61655	NULL	12
61656	WIF1	12
61657	IL31RA	5
61658	KCNN1	19
61659	RNU6-166P	12
61660	APOOP3	12
61661	LEMD3	12
61662	EML3	11
61663	MRPL10	17
61664	GPX1	3
61665	C19orf71	19
61666	NULL	19
61667	H3P13	3
61668	NULL	12
61669	PEX5L-AS1	3
61670	NULL	12
61671	PEX5L-AS2	3
61672	FKBP8	19
61673	NULL	12
61674	NULL	3
61675	LRRC46	17
61676	NULL	12
61677	UQCRHP4	3
61678	NULL	12
61679	NULL	12
61680	MDFIC2	3
61681	NULL	12
61682	NULL	12
61683	NULL	3
61684	NULL	12
61685	NULL	12
61686	CPB1	3
61687	NULL	12
61688	NULL	12
61689	SCARB1	12
61690	NSA2P1	1
61691	SNORA77	1
61692	LAX1	1
61693	SCRN2	17
61694	ZBED6	1
61695	NULL	1
61696	NULL	1
61697	RPL35AP5	1
61698	SNRPE	1
61699	NULL	6
61700	NULL	6
61701	COL9A1	6
61702	KRT8P29	1
61703	SMPDL3B	1
61704	OR2Y1	5
61705	GPR151	5
61706	AGTR1	3
61707	TCERG1	5
61708	KPNA2	17
61709	FLNB-AS1	3
61710	NULL	3
61711	NULL	3
61712	DNASE1L3	3
61713	NULL	19
61714	NULL	1
61715	NULL	1
61716	KXD1	19
61717	RN7SL559P	1
61718	XKR8	1
61719	RPL31P57	17
61720	PECAM1	17
61721	FAM89A	1
61722	ABHD6	3
61723	MIR1182	1
61724	NULL	1
61725	NULL	1
61726	TRIM67-AS1	1
61727	C1orf131	1
61728	Y_RNA	17
61729	NULL	17
61730	MILR1	17
61731	NULL	11
61732	ROM1	11
61733	RPP14	3
61734	B3GAT3	11
61735	NULL	19
61736	NULL	19
61737	UBA52	19
61738	LINC01144	1
61739	NULL	1
61740	NULL	3
61741	TOE1	1
61742	PXK	3
61743	POLG2	17
61744	NULL	12
61745	RNU6-927P	12
61746	UBC	12
61747	NULL	5
61748	NULL	5
61749	NULL	5
61750	TESK2	1
61751	GANAB	11
61752	PCDHGA1	5
61753	PCDHGA2	5
61754	PPIAP36	1
61755	ATP5MFP4	17
61756	CCDC163	1
61757	MIR3064	17
61758	PCDHGA3	5
61759	MIR5047	17
61760	MIR5188	12
61761	RPL22P19	12
61762	CEP95	17
61763	PCDHGB1	5
61764	NULL	5
61765	PCDHGA4	5
61766	METTL7A	12
61767	RAB3GAP1	2
61768	PCDHGB2	5
61769	NULL	12
61770	Y_RNA	12
61771	NULL	12
61772	HIGD1C	12
61773	PCDHGA5	5
61774	CRLF1	19
61775	NULL	12
61776	RNU6-87P	12
61777	PCDHGB3	5
61778	RNU6-1273P	12
61779	MMACHC	1
61780	PCDHGA6	5
61781	PCDHGA7	5
61782	LETMD1	12
61783	NULL	6
61784	C1orf229	1
61785	FGFR3P6	1
61786	NULL	1
61787	NULL	1
61788	NULL	1
61789	ZNF731P	1
61790	MIR3916	1
61791	RNA5SP82	1
61792	REX1BD	19
61793	NULL	1
61794	PCDHGB4	5
61795	NULL	1
61796	VN1R17P	1
61797	PCDHGA8	5
61798	VN1R5	1
61799	Y_RNA	1
61800	NULL	1
61801	NULL	1
61802	OR2W5P	1
61803	PCDHGA9	5
61804	GCSAML	1
61805	PCDHGB6	5
61806	TMEM59L	19
61807	SNX14	6
61808	SMURF2	17
61809	PCDHGA10	5
61810	PCDHGB7	5
61811	PCDHGA11	5
61812	RN7SL155P	19
61813	ZNF566	19
61814	PCDHGB8P	5
61815	NULL	5
61816	PCDHGA12	5
61817	SLC40A1	2
61818	PCDHGB9P	5
61819	NULL	5
61820	PCDHGC3	5
61821	ZNF69	19
61822	NULL	17
61823	MICOS10P2	17
61824	ZNF700	19
61825	KPNA2P3	17
61826	NULL	17
61827	NULL	19
61828	NULL	1
61829	DDX5	17
61830	CSRNP2	12
61831	OR2G2	1
61832	OR2G3	1
61833	NULL	19
61834	U6	1
61835	OR3D1P	1
61836	ZNF763	19
61837	NLRP3	1
61838	PASK	2
61839	ZNF433-AS1	19
61840	TFCP2	12
61841	RN7SL68P	5
61842	PCDHGC4	5
61843	NULL	19
61844	RNA5SP464	19
61845	ZNF433	19
61846	PCDHGC5	5
61847	NULL	19
61848	RNA5SP465	19
61849	ZNF878	19
61850	ZNF844	19
61851	DIAPH1	5
61852	RNA5SP466	19
61853	NULL	19
61854	Y_RNA	19
61855	ZNF788P	19
61856	ZNF20	19
61857	RPL35AP29	12
61858	PHBP19	12
61859	Y_RNA	12
61860	RNU6-199P	12
61861	POU6F1	12
61862	RSL24D1P8	19
61863	RNA5SP467	19
61864	ZNF625-ZNF20	19
61865	NULL	19
61866	ZNF625	19
61867	ZNF606	19
61868	NULL	12
61869	INTS5	11
61870	NULL	12
61871	NULL	12
61872	LINC02414	12
61873	NULL	12
61874	NULL	12
61875	NULL	11
61876	RNA5SP377	12
61877	NULL	12
61878	C11orf98	11
61879	RPS6P21	12
61880	SFSWAP	12
61881	EXOC6B	2
61882	RNU6-991P	1
61883	Y_RNA	1
61884	NULL	1
61885	LBHD1	11
61886	NULL	1
61887	NULL	1
61888	CHRM3-AS2	1
61889	LARP7	4
61890	CHRM3-AS1	1
61891	NULL	1
61892	NULL	19
61893	NULL	1
61894	NULL	1
61895	RPS7P5	1
61896	NULL	1
61897	Y_RNA	1
61898	ADH5P3	1
61899	NULL	1
61900	CHRM3	1
61901	VN2R19P	19
61902	NULL	19
61903	RPS16P9	19
61904	KLC3	19
61905	CSKMT	11
61906	SNORA57	11
61907	UQCC3	11
61908	FAM102B	1
61909	UBXN1	11
61910	DIAPH1-AS1	5
61911	RPS27AP10	5
61912	NULL	5
61913	HDAC3	5
61914	TMEM127	2
61915	NULL	3
61916	PPP1R13L	19
61917	PDHB	3
61918	FANCL	2
61919	NULL	12
61920	HENMT1	1
61921	RNA5SP378	12
61922	RNU6-1017P	12
61923	NULL	12
61924	ULK1	12
61925	HGS	17
61926	MIR302CHG	4
61927	MIR367	4
61928	MIR302D	4
61929	MIR302A	4
61930	MIR302C	4
61931	MIR302B	4
61932	OSTCP4	4
61933	NULL	12
61934	NULL	4
61935	NULL	12
61936	WRBP1	4
61937	PUS1	12
61938	RELL2	5
61939	NULL	3
61940	CAMK2D	4
61941	PEX5L	3
61942	NULL	1
61943	PRPF38B	1
61944	POLR1G	19
61945	LRRN4CL	11
61946	HNRNPUL2-BSCL2	11
61947	PCDHGB5	5
61948	EXOC3-AS1	5
61949	GNG3	11
61950	ERCC2	19
61951	AHRR	5
61952	FNDC7	1
61953	HNRNPUL2	11
61954	KIDINS220	2
61955	NULL	12
61956	MMP17	12
61957	PAM	5
61958	NULL	1
61959	STXBP3	1
61960	DLAT	11
61961	NULL	12
61962	NULL	12
61963	NULL	12
61964	NULL	12
61965	NULL	12
61966	MIR6763	12
61967	NULL	12
61968	LRCOL1	12
61969	P2RX2	12
61970	DCAKD	17
61971	NULL	1
61972	AKNAD1	1
61973	ZNF131	5
61974	Y_RNA	17
61975	PLCD3	17
61976	SPATA42	1
61977	NULL	1
61978	NULL	1
61979	NULL	1
61980	RANP5	1
61981	TAF13	1
61982	MIR6784	17
61983	TMEM167B-DT	1
61984	ACBD4	17
61985	TMEM167B	1
61986	SCARNA2	1
61987	NULL	1
61988	NULL	1
61989	OR14L1P	1
61990	NULL	6
61991	NULL	6
61992	ZNF530	19
61993	C5orf63	5
61994	DAP3	1
61995	COPS7B	2
61996	SLC3A2	11
61997	ZNF577	19
61998	GRIK2	6
61999	TRIM52	5
62000	ARHGEF28	5
62001	RNA5SP149	3
62002	NULL	3
62003	GAPDHP36	3
62004	RALBP1P1	3
62005	NDUFB5	3
62006	NULL	19
62007	ZNF649-AS1	19
62008	ZNF649	19
62009	CHRM1	11
62010	NULL	17
62011	HEXIM1	17
62012	NULL	11
62013	NMT1	17
62014	RN7SL259P	11
62015	NULL	11
62016	NULL	19
62017	SNHG5	6
62018	SBF2	11
62019	ZNF613	19
62020	ZNF350-AS1	19
62021	ZNF350	19
62022	NULL	3
62023	NULL	12
62024	POLE	12
62025	USP13	3
62026	DNM2	19
62027	NULL	4
62028	ARSJ	4
62029	ING5	2
62030	LINC02079	17
62031	NULL	4
62032	LRRC37A11P	17
62033	NULL	4
62034	NULL	1
62035	MSTO2P	1
62036	NULL	1
62037	SH3TC1	4
62038	SYT11	1
62039	NULL	17
62040	RDM1P5	17
62041	U4	1
62042	RIT1	1
62043	PLXDC1	17
62044	CFC1	2
62045	OR1M1	19
62046	KHDC4	1
62047	ME3	11
62048	OR7G1	19
62049	OR7G15P	19
62050	OR7G3	19
62051	ZNF317	19
62052	PKMP3	6
62053	SNORD50B	6
62054	NULL	6
62055	SMIM11P1	6
62056	RNU4-72P	6
62057	Y_RNA	6
62058	NULL	6
62059	PROKR1	2
62060	NULL	6
62061	RNU4-12P	6
62062	XIRP2	2
62063	ATXN1	6
62064	DMXL1	5
62065	OR7D2	19
62066	ELOCP29	19
62067	OR7E16P	19
62068	OR7E25P	19
62069	OR7D4	19
62070	OR7G2	19
62071	CIC	19
62072	OTUB1	11
62073	SNORA80E	1
62074	SCARNA4	1
62075	SCARNA4	1
62076	MME	3
62077	ARHGEF2	1
62078	CYCSP17	6
62079	NULL	17
62080	MANEA-DT	6
62081	ARL5C	17
62082	NULL	6
62083	H4C2	6
62084	NULL	6
62085	HNRNPLP1	6
62086	NULL	6
62087	DMP1	4
62088	NULL	6
62089	NULL	6
62090	DSP	6
62091	NULL	17
62092	NULL	17
62093	CACNB1	17
62094	SPP1	4
62095	IFTAP	11
62096	UPP2	2
62097	PXMP2	12
62098	PAX3	2
62099	PLEKHF1	19
62100	OR7A17	19
62101	OR7A18P	19
62102	DMPK	19
62103	NULL	12
62104	PGAM5	12
62105	ZNF300	5
62106	SNRNP48	6
62107	RNA5SP379	12
62108	NULL	12
62109	FBRSL1	12
62110	PIH1D2	11
62111	FAT2	5
62112	NULL	6
62113	NULL	6
62114	MED20	6
62115	WFS1	4
62116	NULL	19
62117	NWD1	19
62118	ARAP1	11
62119	Y_RNA	6
62120	STAC2	17
62121	BYSL	6
62122	RGPD4	2
62123	RPL30P13	12
62124	LINC02555	12
62125	LINC02471	12
62126	SLC25A48	5
62127	LRRK2-DT	12
62128	HTD2	3
62129	NULL	12
62130	NULL	12
62131	NULL	17
62132	TSPAN19	12
62133	TRIM54	2
62134	NULL	17
62135	TRIM80P	17
62136	SLC16A5	17
62137	CCND3	6
62138	LINC02020	3
62139	MIR6738	1
62140	ARHGEF2-AS2	1
62141	ARHGEF2-AS1	1
62142	NULL	1
62143	KIAA0825	5
62144	SPATA3-AS1	2
62145	HSP90B1	12
62146	SSR2	1
62147	AFF1	4
62148	LINC02052	3
62149	PRELID2	5
62150	C2orf72	2
62151	Y_RNA	17
62152	ARMC7	17
62153	LINC02051	3
62154	CRYGS	3
62155	NULL	2
62156	HTR2B	2
62157	NT5C	17
62158	TBCCD1	3
62159	RNU1-93P	2
62160	RPS28P4	2
62161	MIR4777	2
62162	NULL	2
62163	NULL	19
62164	SIN3B	19
62165	B3GNT7	2
62166	TENT2	5
62167	ZBTB8OSP2	2
62168	HIGD2AP1	2
62169	NULL	2
62170	SNORA75	2
62171	SNORD20	2
62172	SNORD82	2
62173	NULL	2
62174	NULL	2
62175	C4orf48	4
62176	RNU2-22P	2
62177	LINC00471	2
62178	NULL	2
62179	FGF5	4
62180	NMUR1	2
62181	NULL	3
62182	NULL	3
62183	AHSG	3
62184	ANKMY1	2
62185	NULL	17
62186	ADH7	4
62187	JPT1	17
62188	RNU6-761P	6
62189	UBQLN4	1
62190	NULL	6
62191	ANKRD66	6
62192	Metazoa_SRP	3
62193	FETUB	3
62194	HS3ST5	6
62195	NFYA	6
62196	LAMTOR2	1
62197	DOP1A	6
62198	RAB25	1
62199	YIPF7	4
62200	MCCC2	5
62201	SEMA4A	1
62202	NPFFR2	4
62203	HRG	3
62204	NULL	19
62205	F2RL3	19
62206	NULL	17
62207	NULL	17
62208	Y_RNA	17
62209	CPAMD8	19
62210	SUMO2	17
62211	NULL	3
62212	NULL	3
62213	HTT	4
62214	DNAJC19P4	3
62215	CNTN4-AS1	3
62216	IL5RA	3
62217	NUP85	17
62218	C5orf38	5
62219	MIR3652	12
62220	C12orf73	12
62221	RN7SL835P	19
62222	RN7SL823P	19
62223	NULL	19
62224	HAUS8	19
62225	TDG	12
62226	H4C8	6
62227	RNF39	6
62228	NULL	1
62229	PMF1-BGLAP	1
62230	OR2J1	6
62231	NULL	19
62232	NULL	19
62233	CBARP	19
62234	OR2H1	6
62235	NULL	12
62236	LRRK2	12
62237	OR2J2	6
62238	PMF1	1
62239	DUSP22	6
62240	CBARP-DT	19
62241	GGA3	17
62242	ATP5F1D	19
62243	BGLAP	1
62244	SMG5	1
62245	NULL	19
62246	NULL	3
62247	MIDN	19
62248	TRNT1	3
62249	SCN1B	19
62250	NULL	2
62251	RNPEPL1	2
62252	KLHL5	4
62253	TMEM79	1
62254	SLC6A15	12
62255	RNF217	6
62256	GLMP	1
62257	SHISA7	19
62258	NULL	3
62259	ZNF180	19
62260	CAPN10-DT	2
62261	RHOA	3
62262	PLAAT3	11
62263	CAPN10	2
62264	ADH5	4
62265	TIRAP	11
62266	CCT3	1
62267	CRBN	3
62268	DDR1	6
62269	PNMA8C	19
62270	TP53AIP1	11
62271	FXYD3	19
62272	MDK	11
62273	MRPS7	17
62274	RCHY1	4
62275	MIF4GD-DT	17
62276	ACAD9	3
62277	SLC25A19	17
62278	GPR35	2
62279	WDR74	11
62280	NULL	2
62281	AQP12B	2
62282	NULL	2
62283	AQP12A	2
62284	RPL7P38	12
62285	RNU7-106P	12
62286	NULL	12
62287	RN7SKP261	12
62288	OLFM2	19
62289	PTPRQ	12
62290	NULL	2
62291	AGXT	2
62292	RHBG	1
62293	PODNL1	19
62294	DEUP1	11
62295	GRB2	17
62296	MAB21L4	2
62297	AKIRIN1P1	12
62298	NULL	12
62299	OTOGL	12
62300	NANOS3	19
62301	IGLON5	19
62302	C19orf85	19
62303	SHC2	19
62304	CROCC2	2
62305	NULL	1
62306	MIR9-1	1
62307	MEX3A	1
62308	C4orf54	4
62309	MARK2	11
62310	UGT2B29P	4
62311	UGT2B17	4
62312	UICLM	2
62313	CYP4X1	1
62314	NULL	17
62315	NULL	17
62316	NULL	4
62317	NULL	17
62318	NULL	2
62319	NULL	4
62320	NULL	17
62321	TTC21B-AS1	2
62322	NULL	4
62323	MIR3678	17
62324	RNU6-938P	17
62325	NULL	17
62326	NUDT19	19
62327	UGT2B15	4
62328	THSD8	19
62329	CYP4Z1	1
62330	Y_RNA	2
62331	MEX3D	19
62332	NULL	4
62333	RN7SKP152	2
62334	C17orf75	17
62335	GPATCH11	2
62336	NULL	4
62337	VSIG10L	19
62338	NULL	12
62339	TUBAP9	1
62340	CYP4A22-AS1	1
62341	KCNJ8	12
62342	CYP4A22	1
62343	TACC3	4
62344	NULL	12
62345	DPF1	19
62346	NULL	12
62347	NULL	12
62348	OAS1	12
62349	NULL	3
62350	GP9	3
62351	RAB43	3
62352	WNT10A	2
62353	LINC01494	2
62354	RNU6-642P	2
62355	MTND1P34	1
62356	NULL	2
62357	LINC00853	1
62358	KRT8P30	2
